利用日	利用店名・商品名	利用者	支払方法	利用金額	支払手数料	支払総額	2月支払金額	3月繰越残高	新規サイン	決済日	備考
2025/6/6	ﾀﾞﾌﾞﾙﾂﾘ-ﾊﾞｲﾋﾙﾄﾝﾄ	本人	1回払い	13180	0	13180	13180	0	*	202507	
2025/6/6	ﾗﾋﾞｽﾀﾄｳｷﾖｳﾍﾞｲ/NF	本人	1回払い	500	0	500	500	0	*	202507	
2025/6/5	ＮＵＲＯ光　ご利用料金	本人	1回払い	2870	0	2870	2870	0	*	202507	
2025/6/3	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	2960	0	2960	2960	0	*	202507	
2025/6/2	ﾄﾞﾝｷﾎｰﾃｷﾀｾﾝｼﾞｭﾆｼ	本人	1回払い	2776	0	2776	2776	0	*	202507	
2025/6/2	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	913	0	913	913	0	*	202507	
2025/6/1	ｳｰﾊﾞｰｲｰﾂ	本人	1回払い	1702	0	1702	1702	0	*	202507	
2025/6/1	EXPEDIA 73124781	本人	1回払い	20734	0	20734	20734	0	*	202507	
2025/5/31	ＩＩＪ　サービス料金	本人	1回払い	2621	0	2621	2621	0	*	202507	
2025/8/4	ＥＴＣカード年会費／２６年０７月迄	本人	1回払い	550	0	550	550	0	*	202508	
2025/7/30	ﾅﾘﾀｺｸｻｲｸｳｺｳﾀ-ﾐﾅﾙ	本人	1回払い	5200	0	5200	5200	0	*	202508	
2025/7/30	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	510	0	510	510	0	*	202508	
2025/7/30	ﾄﾞﾝｷﾎｰﾃｷﾀｾﾝｼﾞｭﾆｼ	本人	1回払い	6411	0	6411	6411	0	*	202508	
2025/7/30	ﾏｸﾄﾞﾅﾙﾄﾞ	本人	1回払い	1250	0	1250	1250	0	*	202508	
2025/7/29	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	106	0	106	106	0	*	202508	
2025/7/29	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	869	0	869	869	0	*	202508	
2025/7/28	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	869	0	869	869	0	*	202508	
2025/7/28	25/06-25/07ｽｲﾄﾞｳ	本人	1回払い	2219	0	2219	2219	0	*	202508	
2025/7/27	ｺｳﾌﾞｷﾔﾝﾌﾟﾑﾗ	本人	1回払い	18500	0	18500	18500	0	*	202508	
2025/7/27	ﾐﾁﾉｴｷﾀﾊﾞﾔﾏﾁｮｸﾊﾞｲ	本人	1回払い	629	0	629	629	0	*	202508	
2025/7/27	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	1266	0	1266	1266	0	*	202508	
2025/7/27	ﾀｲﾑｽﾞｶ-	本人	1回払い	14130	0	14130	14130	0	*	202508	
2025/7/26	ｵ-ｹ- ﾋﾄﾂﾔﾃﾝ	本人	1回払い	17888	0	17888	17888	0	*	202508	
2025/7/26	ﾀﾞｲｿ-/NFC	本人	1回払い	1972	0	1972	1972	0	*	202508	
2025/7/26	ﾒｶﾞﾄﾞﾝｷﾎｰﾃｶﾝﾅﾅｳﾒ	本人	1回払い	658	0	658	658	0	*	202508	
2025/7/26	ﾒｶﾞﾄﾞﾝｷﾎｰﾃｶﾝﾅﾅｳﾒ	本人	1回払い	3206	0	3206	3206	0	*	202508	
2025/7/25	ﾙﾐﾈｷﾀｾﾝｼﾞｭ	本人	1回払い	2174	0	2174	2174	0	*	202508	
2025/7/25	ローソン	本人	1回払い	912	0	912	912	0	*	202508	
2025/7/25	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	1930	0	1930	1930	0	*	202508	
2025/7/25	ｳｵﾄﾞﾝｷﾀｾﾝｼﾞﾕﾃﾝ/N	本人	1回払い	2350	0	2350	2350	0	*	202508	
2025/7/25	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	869	0	869	869	0	*	202508	
2025/7/23	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	2950	0	2950	2950	0	*	202508	
2025/7/23	ｱﾏｿﾞﾝﾌﾟﾗｲﾑｶｲﾋ	本人	1回払い	600	0	600	600	0	*	202508	
2025/7/23	AMAZON.CO.JP	本人	1回払い	1554	0	1554	1554	0	*	202508	
2025/7/23	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	869	0	869	869	0	*	202508	
2025/7/22	ローソン	本人	1回払い	333	0	333	333	0	*	202508	
2025/7/22	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	710	0	710	710	0	*	202508	
2025/7/21	TRIP.COM	本人	1回払い	32300	0	32300	32300	0	*	202508	
2025/7/20	ｷﾀｾﾝｼﾞﾕ ﾏﾙｲ/NFC	本人	1回払い	3780	0	3780	3780	0	*	202508	
2025/7/20	ｷﾀｾﾝｼﾞﾕ ﾏﾙｲ/NFC	本人	1回払い	1188	0	1188	1188	0	*	202508	
2025/7/20	ﾋﾟ-ｺﾂｸｽﾄｱ ﾀｹﾉﾂﾞｶ	本人	1回払い	1953	0	1953	1953	0	*	202508	
2025/7/19	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	430	0	430	430	0	*	202508	
2025/7/19	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	3319	0	3319	3319	0	*	202508	
2025/7/19	ﾀｲﾑｽﾞｶ-	本人	1回払い	3740	0	3740	3740	0	*	202508	
2025/7/19	ｲｵﾝ ｶｽｶﾍﾞ	本人	1回払い	751	0	751	751	0	*	202508	
2025/7/19	ｲｵﾝ ｶｽｶﾍﾞ	本人	1回払い	4316	0	4316	4316	0	*	202508	
2025/7/18	ローソン	本人	1回払い	1298	0	1298	1298	0	*	202508	
2025/7/18	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	1308	0	1308	1308	0	*	202508	
2025/7/17	ｳｰﾊﾞｰｲｰﾂ	本人	1回払い	1395	0	1395	1395	0	*	202508	
2025/7/17	RICHEMONT JAPAN	本人	1回払い	446600	0	446600	446600	0	*	202508	
2025/7/16	AMAZON.CO.JP	本人	1回払い	1104	0	1104	1104	0	*	202508	
2025/7/16	AMAZON.CO.JP	本人	1回払い	1104	0	1104	1104	0	*	202508	
2025/7/16	AMAZON.CO.JP	本人	1回払い	1104	0	1104	1104	0	*	202508	
2025/7/15	ファミリーマート	本人	1回払い	2045	0	2045	2045	0	*	202508	
2025/7/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(ﾎｹﾝﾘ	本人	1回払い	10000	0	10000	10000	0	*	202508	
2025/7/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(ﾎｹﾝﾘ	本人	1回払い	6820	0	6820	6820	0	*	202508	
2025/7/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(VITA	本人	1回払い	440	0	440	440	0	*	202508	
2025/7/15	ﾀﾞｲｿ-/NFC	本人	1回払い	110	0	110	110	0	*	202508	
2025/7/15	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	2010	0	2010	2010	0	*	202508	
2025/7/15	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	568	0	568	568	0	*	202508	
2025/7/15	ﾄｳｷｮｳ ｶﾞｽ ｶﾞｽﾘﾖｳｷﾝ  25/07 1576-780-1077	本人	1回払い	6460	0	6460	6460	0	*	202508	
2025/7/14	ﾙﾐﾈｷﾀｾﾝｼﾞｭ	本人	1回払い	950	0	950	950	0	*	202508	
2025/7/14	ｶﾞｽﾄ	本人	1回払い	2710	0	2710	2710	0	*	202508	
2025/7/14	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	759	0	759	759	0	*	202508	
2025/7/13	ローソン	本人	1回払い	954	0	954	954	0	*	202508	
2025/7/13	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	485	0	485	485	0	*	202508	
2025/7/12	GOOGLE *YOUTUBEPREMI利用国GBR	本人	1回払い	1280	0	1280	1280	0	*	202508	現地利用額　　　　　　１２８０．０００変換レート　　　１．０００円
2025/7/12	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	3303	0	3303	3303	0	*	202508	
2025/7/11	ﾗｲﾌﾎﾟﾝﾃﾎﾟﾙﾀｾﾝｼﾞﾕ	本人	1回払い	9000	0	9000	9000	0	*	202508	
2025/7/11	ﾀｲﾑｽﾞｶ-	本人	1回払い	660	0	660	660	0	*	202508	
2025/7/10	ｳｰﾊﾞｰｲｰﾂ	本人	1回払い	1395	0	1395	1395	0	*	202508	
2025/7/10	ローソン	本人	1回払い	724	0	724	724	0	*	202508	
2025/7/9	SQ*ｻｺﾞﾘﾔﾝｺﾌﾟﾁﾔﾝ	本人	1回払い	8600	0	8600	8600	0	*	202508	
2025/7/9	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	2950	0	2950	2950	0	*	202508	
2025/7/9	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	441	0	441	441	0	*	202508	
2025/7/9	楽天ＳＰ　ソジュハンザン	本人	1回払い	17754	0	17754	17754	0	*	202508	
2025/7/6	ｳｰﾊﾞｰｲｰﾂ	本人	1回払い	2702	0	2702	2702	0	*	202508	
2025/7/6	松屋　銀座店	本人	1回払い	1728	0	1728	1728	0	*	202508	
2025/7/6	ローソン	本人	1回払い	2797	0	2797	2797	0	*	202508	
2025/7/5	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	226	0	226	226	0	*	202508	
2025/7/5	楽天ＳＰ　シンチョンソルロンタン	本人	1回払い	5412	0	5412	5412	0	*	202508	
2025/7/5	楽天ＳＰ　ソジュハンザン	本人	1回払い	13948	0	13948	13948	0	*	202508	
2025/7/4	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	2950	0	2950	2950	0	*	202508	
2025/7/4	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	803	0	803	803	0	*	202508	
2025/7/4	ＮＵＲＯ光　ご利用料金	本人	1回払い	2870	0	2870	2870	0	*	202508	
2025/7/3	ｶﾌﾞｼｷｶﾞｲｼｬﾄﾞﾐﾉﾋﾟ	本人	1回払い	4030	0	4030	4030	0	*	202508	
2025/7/3	ｳｰﾊﾞｰｲｰﾂ	本人	1回払い	1672	0	1672	1672	0	*	202508	
2025/7/2	ｱﾘｺｳ/NFC	本人	1回払い	20200	0	20200	20200	0	*	202508	
2025/7/1	ﾀﾞｲﾆｰ	本人	1回払い	7069	0	7069	7069	0	*	202508	
2025/7/1	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	3030	0	3030	3030	0	*	202508	
2025/7/1	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	85	0	85	85	0	*	202508	
2025/7/1	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	803	0	803	803	0	*	202508	
2025/6/30	ＩＩＪ　サービス料金	本人	1回払い	1733	0	1733	1733	0	*	202508	
2025/8/31	ファミリーマート	本人	1回払い	600	0	600	600	0	*	202509	
2025/8/30	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	1034	0	1034	1034	0	*	202509	
2025/8/30	ﾀｲﾑｽﾞｶ-	本人	1回払い	9840	0	9840	9840	0	*	202509	
2025/8/29	ローソン	本人	1回払い	567	0	567	567	0	*	202509	
2025/8/29	ﾙﾐﾈｷﾀｾﾝｼﾞｭ	本人	1回払い	5258	0	5258	5258	0	*	202509	
2025/8/29	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	2550	0	2550	2550	0	*	202509	
2025/8/29	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	869	0	869	869	0	*	202509	
2025/8/28	ローソン	本人	1回払い	360	0	360	360	0	*	202509	
2025/8/27	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	800	0	800	800	0	*	202509	
2025/8/25	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	95	0	95	95	0	*	202509	
2025/8/25	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	817	0	817	817	0	*	202509	
2025/8/24	ｽ-ﾊﾟ-ﾍﾞﾙｸｽﾊﾅﾊﾀﾁﾕ	本人	1回払い	9888	0	9888	9888	0	*	202509	
2025/8/24	ﾀｲﾑｽﾞｶ-	本人	1回払い	1320	0	1320	1320	0	*	202509	
2025/8/23	ｱﾏｿﾞﾝﾌﾟﾗｲﾑｶｲﾋ	本人	1回払い	600	0	600	600	0	*	202509	
2025/8/22	ｷﾀｾﾝｼﾞﾕｴｷﾏｴﾀｶﾗｸｼ	本人	1回払い	3000	0	3000	3000	0	*	202509	
2025/8/20	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	1436	0	1436	1436	0	*	202509	
2025/8/20	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	800	0	800	800	0	*	202509	
2025/8/20	AMAZON.CO.JP	本人	1回払い	2646	0	2646	2646	0	*	202509	
2025/8/20	AMAZON.CO.JP	本人	1回払い	852	0	852	852	0	*	202509	
2025/8/20	AMAZON.CO.JP	本人	1回払い	2318	0	2318	2318	0	*	202509	
2025/8/20	AMAZON.CO.JP	本人	1回払い	1682	0	1682	1682	0	*	202509	
2025/8/20	AMAZON.CO.JP	本人	1回払い	850	0	850	850	0	*	202509	
2025/8/20	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	106	0	106	106	0	*	202509	
2025/8/20	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	759	0	759	759	0	*	202509	
2025/8/18	ﾏﾂﾔ ｷﾀｾﾝｼﾞﾕﾋｶﾞｼｸ	本人	1回払い	1140	0	1140	1140	0	*	202509	
2025/8/18	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	85	0	85	85	0	*	202509	
2025/8/18	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	924	0	924	924	0	*	202509	
2025/8/17	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	526	0	526	526	0	*	202509	
2025/8/17	ﾏｸﾄﾞﾅﾙﾄﾞ	本人	1回払い	490	0	490	490	0	*	202509	
2025/8/16	ﾀｲﾑｽﾞｶ-	本人	1回払い	1760	0	1760	1760	0	*	202509	
2025/8/16	ﾙﾐﾈｷﾀｾﾝｼﾞｭ(V)	本人	1回払い	11220	0	11220	11220	0	*	202509	
2025/8/16	ﾙﾐﾈｷﾀｾﾝｼﾞｭ	本人	1回払い	3356	0	3356	3356	0	*	202509	
2025/8/16	ﾙﾐﾈｷﾀｾﾝｼﾞｭ	本人	1回払い	1570	0	1570	1570	0	*	202509	
2025/8/15	三井アウトレットパーク幕張	本人	1回払い	5060	0	5060	5060	0	*	202509	
2025/8/15	ﾘﾌﾞﾚｹｲｾｲﾐﾅﾐｾﾝｼﾞﾕ	本人	1回払い	7328	0	7328	7328	0	*	202509	
2025/8/15	ﾏｸﾊﾘﾒﾂｾﾁﾔﾝｽｾﾝﾀｰ	本人	1回払い	3000	0	3000	3000	0	*	202509	
2025/8/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(ﾎｹﾝﾘ	本人	1回払い	10000	0	10000	10000	0	*	202509	
2025/8/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(ﾎｹﾝﾘ	本人	1回払い	6820	0	6820	6820	0	*	202509	
2025/8/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(VITA	本人	1回払い	440	0	440	440	0	*	202509	
2025/8/15	ﾄｳｷｮｳ ｶﾞｽ ｶﾞｽﾘﾖｳｷﾝ  25/08 1576-780-1077	本人	1回払い	9471	0	9471	9471	0	*	202509	
2025/8/14	ﾍﾟﾘｴｶｲﾋﾝﾏｸﾊﾘ	本人	1回払い	2889	0	2889	2889	0	*	202509	
2025/8/14	ローソン	本人	1回払い	1682	0	1682	1682	0	*	202509	
2025/8/14	ローソン	本人	1回払い	673	0	673	673	0	*	202509	
2025/8/14	ﾜｲｽﾞﾏ-ﾄ	本人	1回払い	4998	0	4998	4998	0	*	202509	
2025/8/13	ｳｰﾊﾞｰｲｰﾂ	本人	1回払い	1646	0	1646	1646	0	*	202509	
2025/8/12	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	924	0	924	924	0	*	202509	
2025/8/11	GOOGLE PLAY JAPA	本人	1回払い	1280	0	1280	1280	0	*	202509	
2025/8/10	ﾊﾟﾃｲｽﾘ- ﾗｳﾞｲｱﾝﾚ-	本人	1回払い	5400	0	5400	5400	0	*	202509	
2025/8/10	ｽ-ﾊﾟ-ﾍﾞﾙｸｽﾊﾅﾊﾀﾁﾕ	本人	1回払い	7124	0	7124	7124	0	*	202509	
2025/8/10	ﾕﾆｸﾛ/NFC	本人	1回払い	1990	0	1990	1990	0	*	202509	
2025/8/9	ﾙﾐﾈｷﾀｾﾝｼﾞｭ	本人	1回払い	3586	0	3586	3586	0	*	202509	
2025/8/9	ﾄｳﾎｳｼﾈﾏｽﾞﾆｼｱﾗｲ	本人	1回払い	2180	0	2180	2180	0	*	202509	
2025/8/8	ﾙﾐﾈｷﾀｾﾝｼﾞｭ	本人	1回払い	2658	0	2658	2658	0	*	202509	
2025/8/8	ｷﾀｾﾝｼﾞﾕｴｷﾏｴﾀｶﾗｸｼ	本人	1回払い	6000	0	6000	6000	0	*	202509	
2025/8/8	ﾚｲﾘ-	本人	1回払い	5000	0	5000	5000	0	*	202509	
2025/8/8	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	472	0	472	472	0	*	202509	
2025/8/7	ｳｰﾊﾞｰｲｰﾂ	本人	1回払い	1421	0	1421	1421	0	*	202509	
2025/8/7	ローソン	本人	1回払い	824	0	824	824	0	*	202509	
2025/8/6	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	1345	0	1345	1345	0	*	202509	
2025/8/6	ＮＵＲＯ光　ご利用料金	本人	1回払い	2870	0	2870	2870	0	*	202509	
2025/8/5	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	128	0	128	128	0	*	202509	
2025/8/5	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	759	0	759	759	0	*	202509	
2025/8/4	ローソン	本人	1回払い	333	0	333	333	0	*	202509	
2025/8/4	GYEONGBOKGUNG DUTY F利用国KOR	本人	1回払い	11314	0	11314	11314	0	*	202509	現地利用額　　　　１００１１０．０００変換レート　　　０．１１４円
2025/7/31	ＩＩＪ　サービス料金	本人	1回払い	1091	0	1091	1091	0	*	202509	
2025/7/27	ＥＴＣカード売上	ETC	1回払い	770	0	770	770	0	*	202509	ﾀｶｼﾏﾀﾞｲﾗ   ｾﾝｼﾞﾕｿﾄ
2025/7/26	ＥＴＣカード売上	ETC	1回払い	370	0	370	370	0	*	202509	ｱﾀﾞﾁｲﾘﾔ    ﾄｳﾎｸﾄﾞｳｾﾂ
2025/7/26	ＥＴＣカード売上	ETC	1回払い	1750	0	1750	1750	0	*	202509	ｸｷ         ｵｳﾒ
2025/7/26	ＥＴＣカード売上	ETC	1回払い	990	0	990	990	0	*	202509	ｳﾗﾜﾎﾝｾﾝ    ｸｷ
2025/9/29	ｻ-ﾃｲﾜﾝｱｲｽｸﾘ-ﾑ	本人	1回払い	1000	0	1000	1000	0	*	202510	
2025/9/29	ﾀｲｼｵｿﾊﾞﾄｳｶ ｷﾀｾﾝｼ	本人	1回払い	1012	0	1012	1012	0	*	202510	
2025/9/29	25/08-25/09ｽｲﾄﾞｳ	本人	1回払い	2743	0	2743	2743	0	*	202510	
2025/9/28	ﾀｲﾑｽﾞｶ-	本人	1回払い	3300	0	3300	3300	0	*	202510	
2025/9/28	ﾐﾆｽﾄﾂﾌﾟｱﾀﾞﾁﾀｹﾉﾂｶ	本人	1回払い	993	0	993	993	0	*	202510	
2025/9/27	ローソン	本人	1回払い	276	0	276	276	0	*	202510	
2025/9/27	ﾋﾟ-ｺﾂｸｽﾄｱ ﾀｹﾉﾂﾞｶ	本人	1回払い	5039	0	5039	5039	0	*	202510	
2025/9/26	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	525	0	525	525	0	*	202510	
2025/9/25	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	2048	0	2048	2048	0	*	202510	
2025/9/24	ﾀｲﾑｽﾞｶ-	本人	1回払い	2420	0	2420	2420	0	*	202510	
2025/9/23	4001032ｽ-ﾊﾟ-ﾀﾅｶﾎ	本人	1回払い	5136	0	5136	5136	0	*	202510	
2025/9/23	ｱﾏｿﾞﾝﾌﾟﾗｲﾑｶｲﾋ	本人	1回払い	600	0	600	600	0	*	202510	
2025/9/22	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	5900	0	5900	5900	0	*	202510	
2025/9/22	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	836	0	836	836	0	*	202510	
2025/9/21	4001032ｽ-ﾊﾟ-ﾀﾅｶﾎ	本人	1回払い	3806	0	3806	3806	0	*	202510	
2025/9/19	ローソン	本人	1回払い	1657	0	1657	1657	0	*	202510	
2025/9/19	ﾏｸﾄﾞﾅﾙﾄﾞ	本人	1回払い	1210	0	1210	1210	0	*	202510	
2025/9/17	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	3350	0	3350	3350	0	*	202510	
2025/9/17	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	85	0	85	85	0	*	202510	
2025/9/17	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	759	0	759	759	0	*	202510	
2025/9/16	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	436	0	436	436	0	*	202510	
2025/9/16	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	924	0	924	924	0	*	202510	
2025/9/15	ファミリーマート	本人	1回払い	448	0	448	448	0	*	202510	
2025/9/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(ﾎｹﾝﾘ	本人	1回払い	10000	0	10000	10000	0	*	202510	
2025/9/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(ﾎｹﾝﾘ	本人	1回払い	6820	0	6820	6820	0	*	202510	
2025/9/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(VITA	本人	1回払い	440	0	440	440	0	*	202510	
2025/9/15	ﾀｲﾑｽﾞｶ-	本人	1回払い	4290	0	4290	4290	0	*	202510	
2025/9/15	ｲｵﾝﾚｲｸﾀｳﾝｱｳﾄﾚﾂﾄ	本人	1回払い	15246	0	15246	15246	0	*	202510	
2025/9/15	ﾏﾙｴﾂｺｼｶﾞﾔﾚｲｸﾀｳﾝﾃ	本人	1回払い	5923	0	5923	5923	0	*	202510	
2025/9/14	ｶﾌﾞｼｷｶﾞｲｼｬﾄﾞﾐﾉﾋﾟ	本人	1回払い	4380	0	4380	4380	0	*	202510	
2025/9/14	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	839	0	839	839	0	*	202510	
2025/9/14	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	2550	0	2550	2550	0	*	202510	
2025/9/12	ｸﾞｰｸﾞﾙ･ﾍﾟｰﾒﾝﾄ･ｼﾞ	本人	1回払い	1280	0	1280	1280	0	*	202510	
2025/9/12	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	774	0	774	774	0	*	202510	
2025/9/12	ﾄｳｷｮｳ ｶﾞｽ ｶﾞｽﾘﾖｳｷﾝ  25/09 1576-780-1077	本人	1回払い	8950	0	8950	8950	0	*	202510	
2025/9/11	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	3350	0	3350	3350	0	*	202510	
2025/9/8	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	84	0	84	84	0	*	202510	
2025/9/8	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	726	0	726	726	0	*	202510	
2025/9/7	ファミリーマート	本人	1回払い	510	0	510	510	0	*	202510	
2025/9/7	ｽ-ﾊﾟ-ﾍﾞﾙｸｽｿｳｶﾔﾂｶ	本人	1回払い	12247	0	12247	12247	0	*	202510	
2025/9/7	AMAZON.CO.JP	本人	1回払い	4990	0	4990	4990	0	*	202510	
2025/9/7	ﾀｲﾑｽﾞｶ-	本人	1回払い	1540	0	1540	1540	0	*	202510	
2025/9/6	ｳﾞｲ･ﾄﾞ･ﾌﾗﾝｽｷﾀｾﾝｼ	本人	1回払い	1640	0	1640	1640	0	*	202510	
2025/9/5	ｳｰﾊﾞｰｲｰﾂ	本人	1回払い	1646	0	1646	1646	0	*	202510	
2025/9/5	ローソン	本人	1回払い	3729	0	3729	3729	0	*	202510	
2025/9/5	ﾍﾟﾘｴｶｲﾋﾝﾏｸﾊﾘ	本人	1回払い	2620	0	2620	2620	0	*	202510	
2025/9/5	アパホテル＆リゾート東京ベイ幕	本人	1回払い	12100	0	12100	12100	0	*	202510	
2025/9/5	ﾏｸﾊﾘﾒﾂｾﾁﾔﾝｽｾﾝﾀｰ	本人	1回払い	3000	0	3000	3000	0	*	202510	
2025/9/4	ＮＵＲＯ光　ご利用料金	本人	1回払い	2870	0	2870	2870	0	*	202510	
2025/9/3	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	1366	0	1366	1366	0	*	202510	
2025/9/3	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	3531	0	3531	3531	0	*	202510	
2025/9/3	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	85	0	85	85	0	*	202510	
2025/9/3	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	759	0	759	759	0	*	202510	
2025/9/2	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	365	0	365	365	0	*	202510	
2025/9/1	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	1557	0	1557	1557	0	*	202510	
2025/8/31	ＩＩＪ　サービス料金	本人	1回払い	1124	0	1124	1124	0	*	202510	
2025/8/30	ＥＴＣカード売上	ETC	1回払い	960	0	960	960	0	*	202510	ﾑｺｳｼﾞﾏｲﾁ   ﾁﾕｳｵｳﾄﾞｳｾ
2025/8/30	ＥＴＣカード売上	ETC	1回払い	1020	0	1020	1020	0	*	202510	ﾁﾕｳｵｳﾄﾞｳｾﾂ ﾂﾂﾐﾄﾞｵﾘｼﾀ
2025/8/30	ＥＴＣカード売上	ETC	1回払い	630	0	630	630	0	*	202510	ﾊﾁｵｳｼﾞ     ﾀｶｲﾄﾞﾎﾝｾﾝ
2025/8/30	ＥＴＣカード売上	ETC	1回払い	630	0	630	630	0	*	202510	ﾀｶｲﾄﾞﾎﾝｾﾝ  ﾊﾁｵｳｼﾞ
